country,description,designation,points,price,province,region_1,region_2,variety,winery
US,"There's something ruggedly luscious about this Cab Franc. It's not an ager or particularly complicated, but it does offer up a panoply of ripe red and black currants, anise, dark chocolate and spice flavors. It finishes dry, balanced and charming.",Alegria Vineyard,87,32,California,Russian River Valley,Sonoma,Cabernet Franc,Acorn
US,"A good, rich Chardonnay, marked by pleasantly crisp acidity and a buttercreamy texture housing fruity flavors of pineapples, peaches, green apples and kiwi. Shows good Russian River character. Don't drink it too cold.",,87,24,California,Russian River Valley,Sonoma,Chardonnay,White Oak
US,"Tastes grapey, with green table grape, pineapple, vanilla and spice flavors, and the finish is totally dry and crisp. It's a good, rich, savory wine, rather like a Pinot Gris, at a good price.",Old Vines,87,18,California,Russian River Valley,Sonoma,Colombard,Y Rousseau
US,"A terrific Zinfandel, with a polished, pretty structure and ripe, vibrantly classic Zinny flavors. Floods the mouth with berries, cola, licorice, mocha and dusty spices, wrapped into beautifully fine, ripe tannins. Impossible to resist sip after sip. Defines Russian River Zinfandel at its best.",Belloni Single Vineyard,94,35,California,Russian River Valley,Sonoma,Zinfandel,Ravenswood
US,"The vintage was very kind to Chardonnay, and the balance shows in the fantastically ripe, exotic pineapple tart, lemondrop candy, buttered toast, sandalwood and sweet, dusty spice flavors of this immaculately dry, crisp wine. It's strong and impressive now, and not particularly subtle, but should have a narrow window of near perfection. 2011–2013.",Rochioli-Allen Vineyards,94,41,California,Russian River Valley,Sonoma,Chardonnay,Gary Farrell
US,"This is a very pretty, polished wine for drinking now. It has rich, creamy flavors of tropical fruit and sweet, smoky oak that are brightened by crisp acidity.",Reserve,88,26,California,Russian River Valley,Sonoma,Chardonnay,Simi
US,"Off a pace or two from the '05, but still shows plenty of ripe, fruity flavor. The jammy cherries and blackberries have rich notes of orange zest, licorice and smoky vanilla.",Estate,86,24,California,Russian River Valley,Sonoma,Syrah,Balletto
US,"Shows the fine varietal characteristics of dryness, silkiness and fruitiness you want in a nice Russian River Pinot, with suggestions of cherries, currants, root beer and smoky oak. There's also a streak of wintergreen tartness that seems to limit the cellar-worthiness. Best now and through 2010.",,86,48,California,Russian River Valley,Sonoma,Pinot Noir,C. Donatiello
US,"Tastes more like Zinfandel than Syrah, with intense black pepper, wild berry, currant and leather flavors, but that aside, it's a pretty good wine. Dry and tannic, it calls for barbecue.",Alegria Vineyard Axiom,86,33,California,Russian River Valley,Sonoma,Syrah,Acorn
US,"If you like those dry, acidic New Zealand Sauvignon Blancs, with their gooseberry aromas and flavors, this wine's for you. It shows enough lemon, lime and white flower ripeness to give it rich interest.",,86,16,California,Russian River Valley,Sonoma,Sauvignon Blanc,White Oak
US,"A big, young Pinot Noir that shows brilliant stuffing and complexity, but it's rather heavy and tannic now, and not a wine to open before, say, 2011 at the very least. In its youth it displays rich, jammy flavors of red cherries, raspberries, Dr. Pepper cola, beef jerky and smoky sandalwood, and is very dry. Should evolve slowly through 2015 or beyond.",Starr Ridge Vineyard - Dijon Clones,92,50,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
US,"With hints of dried hay, white pepper, lemon, Asian pear and mineral that are brightened by searing acidity, this elegant, bone-dry wine will complement food—not dominate it.",Estate Bottled,88,18,California,Russian River Valley,Sonoma,Sauvignon Blanc,Foppiano
US,"The new oak stands out and dominates this Chard, and while the toasty vanilla, caramel and charred woodsap flavors are pleasant, they overpower the modest pineapple and apple fruit.",Reserve,85,40,California,Russian River Valley,Sonoma,Chardonnay,Rodney Strong
US,"Here's a sweetly delicious young Pinot whose flavors are designed to please. It floods the mouth with raspberry and cherry jam, anise, cola, pepper and sandalwood notes, brightened with crisp acidity. Drink now.",,88,28,California,Russian River Valley,Sonoma,Pinot Noir,Windsor Sonoma
US,"Fruity and simple, with a bubblegummy sweetness to the raspberries and cherries. Pleasant rather than complex, and not likely an ager.",,85,35,California,Russian River Valley,Sonoma,Pinot Noir,Sonoma-Loeb
US,"Easily the best MacMurray Ranch Pinot Noir ever. Shows impressive depth and complexity, with rich flavors of cherries, red currants, cola, pomegranates, persimmons and smoky sandalwood, finished with tangy Asian spices. Tastes a bit jammy, suggesting a few years in the bottle.",Winemaker's Block Selection,92,60,California,Russian River Valley,Sonoma,Pinot Noir,MacMurray Ranch
US,"Right out of the bottle, this is tight and acidic. While it's rich in raspberry, cherry and Dr. Pepper flavors, not to mention oak, it's jammy, fresh and direct—in an immature way. Give it a few hours in a decanter and drink it with rich lamb and steak dishes.",Horseshoe Bend Vineyard,88,34,California,Russian River Valley,Sonoma,Pinot Noir,Occidental Road Cellars
US,"There's a Floodgate Vineyard in Anderson Valley that produces very nice Pinot Noirs, but this one says it's from Russian River Valley. This wine is average in quality. It has a fine, silky mouthfeel, with some good cherry flavors, but also a sharp, green touch of mint that's unlikely to age out.",Floodgate Vineyard Old Vines,85,57,California,Russian River Valley,Sonoma,Pinot Noir,C. Donatiello
US,"Shows rich flavors and a creamy texture, with pineapple-infused crème brûlée, buttered cinnamon bun and honey. Could be more focused and crisper in structure.",,85,20,California,Russian River Valley,Sonoma,Chardonnay,Sonoma Cuvée
US,"A sound, everyday Pinot that's dry and silky and fruity. With pleasant cherry, cola, wintergreen, vanilla and spice flavors, it's a bit scoury in texture.",Boschetti Vineyard,85,28,California,Russian River Valley,Sonoma,Pinot Noir,River Road
US,"Pretty good, but at this price, a bit heavy and over-extracted for a Pinot Noir, almost Grenache-like. The flavors are black peppery, with an underground stream of black cherries and oak, and the tannins close in on the finish.",Reserva,85,50,California,Russian River Valley,Sonoma,Pinot Noir,Esterlina
US,"The winery held this back an additional six months after their other 2008 Pinots were released, presumably to let it become integrated. Still, it's quite tannic, with a sandpaper-like toughness. Despite the astringency, the massive wild-cherry, cola, mushroom and anise flavors come through. It's a huge wine, feral and untamed—quite exquisite in its wildness. So delicious now, it's hard to resist, but the wise collector will cellar it for 4–5 years, maybe even longer.",Cristina Don Miguel Vineyard,95,49,California,Russian River Valley,Sonoma,Pinot Noir,Marimar Estate
US,"So rich, so opulent, this is fantastic to enjoy now. It really nails it, with intricate flavors of buttered toast, butterscotch, honey and vanilla that ride high on top of the pineapple and tropical fruit flavors. The winery is best known for Cabernet Sauvignon, but with this release, it's competing at the highest level of quality Chardonnay.",,94,48,California,Russian River Valley,Sonoma,Chardonnay,Parallel
US,"The winery's '08 bottling of this Pinot was very good, but this is considerably better. It's rich in red cherries and ripe persimmons, with complex notes of grilled beef, cola and sautéed wild mushrooms, and has a long, spicy finish. A joy to drink now, and it will develop bottle nuances over the next six years.",Horshehoe Bend Vineyard,94,45,California,Russian River Valley,Sonoma,Pinot Noir,Davis Family
US,"Give this fresh young Pinot a year to mellow. Right now, it's jammy in raspberries and cherries, with a citric sharpness. Needs brief time to knit together and become seamless.",,87,35,California,Russian River Valley,Sonoma,Pinot Noir,MacMurray Ranch
US,"A beautiful wine, dry, complex and crisp, and easily one of the best white Rhône-style bottlings of the vintage. It shows brilliantly clean acidity that provides a brisk mouthfeel to the apricot, pineapple and pear flavors that rest on a firm ground of minerals. Great as a richer, more exotic alternative to Sauvignon Blanc.",Saralee's Vineyard,92,28,California,Russian River Valley,Sonoma,Marsanne-Roussanne,Eric Ross
US,"A very pale wine, barely more than a rosé in hue, but very flavorful. Enraptures the palate with vanilla-scented raspberry Newton, orange biscotti, cola, buttered cinnamon toast and sandalwood flavors that swirl into a long, spicy finish. Not an ager, but perfect now with grilled salmon or a fine ham.",Saralee's Vineyard,92,40,California,Russian River Valley,Sonoma,Pinot Noir,Eric Ross
US,"A bit on the green, feline side, but with enough lemon and lime and sweet oak influences to give it richness. The acidity is wonderful, like biting into a fresh Granny Smith apple.",Reserve,85,20,California,Russian River Valley,Sonoma,Sauvignon Blanc,Frei Brothers
US,"With waves of raspberry, cherry, honeyed cream, cinnamon and caramelized oak flavors, this defines the word delicious. The richness is balanced by crisp acidity and delicate tannins. Just superb to drink now; try pairing it with lamb that's been salted and peppered, seasoned with a hint of rosemary.",Starr Ridge Vineyard,93,45,California,Russian River Valley,Sonoma,Pinot Noir,Davis Family
US,"This late-released bottling is incredibly interesting. Connoisseurs will appreciate the bone-dry minerality and acidity, the subtle creaminess from lees aging and the citrusy flavors that just begin to suggest tropical fruit. It should continue to develop in the bottle for a few more years.",Dobles Lías Don Miguel Vineyard,93,45,California,Russian River Valley,Sonoma,Chardonnay,Marimar Estate
US,"This is so seductive in rich, polished raspberry and cherry flavors, you can hardly keep from drinking it now. But the acid and tannin balance on this Pinot Noir is just about perfect, giving it the potential for at least six years in a good cellar. There's an earthy, mushroomy complexity that could make it really interesting down the road.",Queste,93,44,California,Russian River Valley,Sonoma,Pinot Noir,TR Elliott
US,"This is a tremendously ripe Zinfandel whose alcohol level, of nearly 16%, gives it a Porty aroma and taste. Dry and tannic, it will violate some peoples' sense of balance, but really defines this triumphant style.",Mancini Ranch,85,26,California,Russian River Valley,Sonoma,Zinfandel,Joseph Swan Vineyards
US,"A nice Chardonnay that shows ripe pineapple, green apple and pear flavors, with added smoky richness from oak, and the finish is dry and crisp. A good price for a wine of this quality.",,87,17,California,Russian River Valley,Sonoma,Chardonnay,Lake Sonoma
US,"Soft and simple, with canned apple and pear flavors and a heavy dose of sweet, charry oak.",,84,28,California,Russian River Valley,Sonoma,Chardonnay,C. Donatiello
US,"Delicious and spicy, this has notes of cherry pie filling, cola, dried forest herb and leaf, with a touch of sweet, smoky, vanilla-tinged oak. It's a bit on the brawny side, but then, these Keefer Ranch Pinots always start out that way. Don't drink it now because it's just too hefty; give it six years in a proper cellar.",Keefer Ranch,92,48,California,Russian River Valley,Sonoma,Pinot Noir,Freeman
US,"Fruity and oaky, with rich flavors of pineapples, pears, buttercream, vanilla cookie and toasty meringue. Crisp acidity provides clean balance.",,86,20,California,Russian River Valley,Sonoma,Chardonnay,Martin Ray
US,"If this wine were drier and crisper it would be a lot finer. The flavors are very rich, suggesting ripe pineapple tart, Meyer lemon pie, vanilla and sweet butter. It's almost sugary, except it's probably technically dry.",Dutton Ranch - Kylie's Cuvee,86,18,California,Russian River Valley,Sonoma,Sauvignon Blanc,Dutton Estate
US,"Dry, crisp and herbal, with tobacco, cola, red licorice and tannic cherryskin flavors. A silky, polished Pinot for early drinking.",,86,18,California,Russian River Valley,Sonoma,Pinot Noir,Kenwood
US,"Minty and sharp in acidity, and not offering much richness now, especially at this price, although it does feel stylishly dry and elegant. Shows proper cherry, cola and sandalwood flavors.",,86,40,California,Russian River Valley,Sonoma,Pinot Noir,Sonoma-Cutrer
US,"Sweet and oaky, this Chard tastes like a vanilla and caramel cream soda, with alcohol and a squirt of pineapple essence. Defines the superripe, opulent style, without much complexity.",,86,26,California,Russian River Valley,Sonoma,Chardonnay,Paoletti
US,"This Chard is soft and sweet, very ripe in jammy white and yellow fruit flavors, and has a smoky-oak coating. It's made in a style meant to appeal to consumers.",Christie Vineyard,84,38,California,Russian River Valley,Sonoma,Chardonnay,C. Donatiello
US,"A beautiful Pinot to drink now, this is elegant and supple, with crisp acidity and a delightfully light texture. However, there's nothing light about the flavors, which suggest wild forest berry, softened cola, mushroom, dried pine and spice, enhanced with a subtle jacket of sandalwood.",,92,44,California,Russian River Valley,Sonoma,Pinot Noir,Freeman
US,"A consummate Russian River Pinot Noir in an accessible style. This is simply enchanting, like raspberry-infused silk dusted with brown butter, cinnamon and vanilla. Showing just beautifully now, this is soft and gentle, and it should glide through the next six years.",,92,40,California,Russian River Valley,Sonoma,Pinot Noir,Davis Family
US,"With a creamy mouthfeel and ripe flavors of tangerines, tropical fruits, honey and sweet oak, this is a flashy effort. It will appeal to fans of the variety, and rightfully so, delivering a dry complexity that lifts it way above the average.",,92,30,California,Russian River Valley,Sonoma,Chardonnay,Migration
US,"Lots of ripe, cheerful flavors of raspberry and cherry jam and cola are found in this vibrant wine. It shows oak, too, in the form of sweet buttered cinnamon toast. The mouthfeel is pure Pinot: silky, velvety and delicate. Delicious for drinking now with everything from grilled steak to ahi tuna.",,92,60,California,Russian River Valley,Sonoma,Pinot Noir,Lucie
US,"A hard wine to like. It's very dry and somewhat overripe, with a pruny, raisiny edge, and the acidity sticks out in a harsh way. This also is the highest alcohol wine of Benziger's trio of 2008 Pinot Noirs, and it feels hot in an unbalanced way.",San Remo Vineyard Signaterra,84,49,California,Russian River Valley,Sonoma,Pinot Noir,Benziger
US,"This very rich, ripe and forward Pinot Noir can be opened now for its vast array of raspberries, cherries, cola, red licorice and smoky sandalwood. It grows more interesting as it warms in the glass, showing facets of pomegranates and violets. Will provide good drinking through 2014.",Karmen Isabella,91,38,California,Russian River Valley,Sonoma,Pinot Noir,Dutton Estate
US,"Pretty severe, an acidic, raspingly dry wine and even a tannic one. Shows an astringency rare in Chardonnay, even though there are some good pineapple and buttered toast flavors. Not an ager.",Searby Vineyard,85,45,California,Russian River Valley,Sonoma,Chardonnay,Nickel & Nickel
US,"Too acidic and tart in wintergreen flavors, a real disappointment from this well-regarded vineyard. On the plus side, it's bone dry and silky, and shows cherry and cola flavors accented with sweet, smoky oak. Ready to drink now.",Keefer Ranch Vineyard,85,44,California,Russian River Valley,Sonoma,Pinot Noir,Pali
US,"Released at the age of nearly four years, this wine tastes a little sweet and tired, like melted apricot jam sprinkled with vanilla and cinnamon, with dried fruit and herbal notes. Drink now before it goes further downhill.",The Cutrer,85,35,California,Russian River Valley,Sonoma,Chardonnay,Sonoma-Cutrer
US,"This is delicious in raspberry and cherry jam and cola flavors, with a mushroom and grilled hamburger note that adds to its appeal. Dry and crisp, it could develop complexity over the years, but there's no reason not to give it a decanting and enjoy it now.",Soul Patch,92,45,California,Russian River Valley,Sonoma,Pinot Noir,Davis Family
US,"Made in a New Zealand style, with strong gooseberry, lemongrass and lime flavors, this wine is bone dry and exceptionally crisp in acidity. It gets the tastebuds watering.",,85,16,California,Russian River Valley,Sonoma,Sauvignon Blanc,White Oak
US,"Lots to admire about this polished Pinot Noir. It's dry and silky in the mouth, with voluptuous flavors of raspberries, cherries, currants, licorice and cola. You'll also find plenty of zesty acidity. Needs some time to knit together and mellow. Better by late 2010 or 2011.",,90,45,California,Russian River Valley,Sonoma,Pinot Noir,Stewart
US,"There's lots of mouthwatering acidity in this bone-dry Pinot Noir, with an ample supply of ripe fruit in the form of raspberries and cherries. There's also something wonderfully earthy, like roasted mushrooms splashed with balsamic and tamari sauce. The cool 2010 vintage was kind to Bacigalupi Vineyard, which can produce overripe wines in hot years.",Bacigalupi Vineyard,92,39,California,Russian River Valley,Sonoma,Pinot Noir,Von Holt
US,"This is White Oak's best Chardonnay in years. The wine benefited from the chilly vintage, expressing citrus and tropical fruit flavors while preserving its vital acidity. It shows real elegance.",Estate Grown,92,24,California,Russian River Valley,Sonoma,Chardonnay,White Oak
US,"This still immature Pinot has tobacco-infused cherry, cola and pomegranate flavors that are liberally oaked and spiced. It's O.K. to drink immediately if you like freshness and vibrancy, but aging it for six years or even longer could reward.",Nugent Vineyard,91,42,California,Russian River Valley,Sonoma,Pinot Noir,Stemmler
US,"Smells and tastes Porty, with smokey, caramelized wood and intense black currant flavors. It's not exactly sweet, but high alcohol gives that glyceriney impression.",Tom Feeney Ranch Old Vine,83,28,California,Russian River Valley,Sonoma,Zinfandel,Starry Night
US,"This is one of the driest wines Marimar Estate ever has produced—in a good sense. The cool vintage has made the Chardonnay minerally and sleek, while Albariño brings its usual lemony crispness. The result is a versatile, stylishly elegant wine.",Don Miguel Vineyard,91,28,California,Russian River Valley,Sonoma,Chardonnay-Albariño,Marimar Estate
US,"Tries for Burgundian richness, but ends up rather common, although it will satisfy fans of buttery, oaky Chardonnays. Shows ripe flavors of pineapple jam, apricot purée and buttered popcorn.",,85,28,California,Russian River Valley,Sonoma,Chardonnay,Dutch Bill Creek
US,"Heavy and dull, this dry Zin has overripe flavors of raisins and prunes, and is quite tannic. Drink now.",Montafi Vineyard Old Vine,82,34,California,Russian River Valley,Sonoma,Zinfandel,Starry Night
US,"A polished, elegant and delicious Pinot. New, smoky oak frames ripe, jammy blackberry, cherry, black raspberry and orange flavors, with richer notes of chocolate, figs and grilled meat. Impeccably balanced with acidity, this wine should hold and develop over the next six years.",Mononi,94,54,California,Russian River Valley,Sonoma,Pinot Noir,Arista
US,"Failla has a great track record with this vineyard, which is source to many wineries. The '06 is fresh and vibrant, and needs a little time to develop. It shows classic balance, with rich tannins, crisp acidity and brilliantly ripe, oak-inspired flavors of cherries, black raspberries, cola and currants. As delicious as it is now, it's nervous and tentative. Give it a few years to come around.",Keefer Ranch,94,45,California,Russian River Valley,Sonoma,Pinot Noir,Failla
US,"A beautifully ripened Pinot Noir from a great vintage. Shows plush flavors of cherries, raspberries, pomegranates, blood oranges, cola and peppery spices that are wrapped into a rich, silky mouthfeel. This dry, complex wine is a joy to drink.",Dutton Ranch,94,45,California,Russian River Valley,Sonoma,Pinot Noir,Rutz
US,"Right up there with the rich '08, Elliott's 2009 offers plenty of serious tasting pleasure. It's rich and ripe in raspberries and cherries, with complex notes of mushrooms, cola, herbs and spices. Dry and silky, it's a classy Pinot Noir for drinking over the next several years.",Burgonet,91,44,California,Russian River Valley,Sonoma,Pinot Noir,TR Elliott
US,"Thin and acidic, with just the barest suggestion of grapefruit juice. Maybe some pineapples. Earns an extra point or two for dryness and elegance, but really lacks richness.",,85,29,California,Russian River Valley,Sonoma,Chardonnay,Jordan
US,"Accomplishes the impossible, stunning the palate with the most delicious flavors imaginable, yet with the structural integrity to age. Those flavors intoxicate with cherry pie, black raspberry tart, tangerine zest and mocha, finished with exotic spicebox and sweet, charred new oak smokiness, all enveloped in sheer silkiness and ultrarefined tannins. Drink now–2018.",Rochioli Riverblock Vineyard,97,75,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
US,"Dry and exceptionally rich, this has a fleshiness that suggests it could use some time in the cellar. It's strongly ripe in wild raspberries and cherries, with a spicy, minty pine note that's attractive. Mouthwatering acidity suggests this can use 4–6 years of aging, but it can also be consumed now.",Amber Ridge Vineyard,90,40,California,Russian River Valley,Sonoma,Pinot Noir,Furthermore
US,"Crisp and fruity, with lemon, lime, pineapple and spice flavors, brightened with mouth-cleansing acidity. Yet it's a bit too strong in those feline pyrazines that lend a green, unripe taste.",Ritchie Vineyard,84,30,California,Russian River Valley,Sonoma,Sauvignon Blanc,De Loach
US,"A little one-dimensional, but for an everyday sipper, it's pretty good for the price. Shows slightly sweet, juicy pineapple, peach, kiwi fruit and Asian pear flavors.",,85,15,California,Russian River Valley,Sonoma,Sauvignon Blanc,Windsor Sonoma
US,"Feels rough in the mouth, because the bubbles are big and scoury, not small and fine. But the wine is nicely dry and very clean, with pleasant orange and lime flavors.",Natural,85,16,California,Russian River Valley,Sonoma,Sparkling Blend,Korbel
US,"Lots of forward fruit in this Chard that's made in the popular style. Brims with pineapple jam, pear, buttered popcorn and caramel flavors, in a buttercream texture.",,85,28,California,Russian River Valley,Sonoma,Chardonnay,Terlato
US,"The Freestone Hill bottling is one of Dutton Goldfield's biggest and most powerful Pinot Noirs, and the '06 is nearly as stunning as the magnificent '05. It just explodes in the mouth with succulent cherry and raspberry pie, mocha and spicy anise and pepper flavors, with fabulous complexities from smoky oak. Terrific now, but the tannins will hold it for a decade.",Dutton Ranch Freestone Hill Vineyard,94,58,California,Russian River Valley,Sonoma,Pinot Noir,Dutton-Goldfield
US,"A blend of Cabernet Sauvignon and Syrah, this wine is soft and tannic, with a puckery mouthfeel. The cherry-berry flavors are jammy. Ready now.",Cuvée Lago,84,40,California,Russian River Valley,Sonoma,Red Blend,St. Francis
US,"A lush Chardonnay marked by the integrated balance of all its parts, resulting in great harmony. It's very ripe in tropical fruits and quite oaky and leesy, but like the powerful gymnasts at Cirque du Soleil, all the performers work together as a troupe. Drink with rich, fancy fare, like lobster or scallops.",Dutton Ranch,92,39,California,Russian River Valley,Sonoma,Chardonnay,Patz & Hall
US,"Although this is very good, it's something of a letdown after the superb 2009 vintage. The wine shows an earthiness that reflects the cool vintage, with cherry, cola and mushroom flavors.",Estate Paul Family Vineyard,87,50,California,Russian River Valley,Sonoma,Pinot Noir,Graton Ridge
US,"This is the winery's most expensive Chardonnay, and it's also easily their best. It shows the ripe, flashy opulence that makes Chardonnay America's favorite white, with an array of pineapple and orange pie flavors. Beyond the richness, there's good acidity and a clean, brisk finish. Drink now.",Envoy,90,49,California,Russian River Valley,Sonoma,Chardonnay,Sonoma-Loeb
US,"This is the least successful of De Loach's otherwise brilliant new range of Zinfandels, for one simple reason: it's overripe. The alcohol is an astounding 16.5%, and the wine has flavors of raisins and prunes.",Butler Vineyard,84,32,California,Russian River Valley,Sonoma,Zinfandel,De Loach
US,"Oaky-sweet and simple, with jammy pineapple, tropical fruit and honey flavors. The best thing is brisk acidity and a clean finish.",Appellation Series,84,15,California,Russian River Valley,Sonoma,Chardonnay,Healdsburg Ranches
US,"This is a rare premier release from the winery's new vineyard. It's a blend of different clones, and only 47 cases were produced. The wine is very exotic. It shows tiers of raspberries and cherries, but also more feral notes, of dried meats or leather, mushrooms, tart balsam, tangy minerals and scads of dusty, sweet Indian spices. Tannic and dry, it should unfold slowly over the next 10 years.",Block 10 Mass Selection Estate Vineyard,94,68,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
US,"The Russian River Valley makes some of the state's greatest Sauvignon Blancs, in the right hands, and when those hands are Merry Edwards', you can be sure of what you're getting. The wine is dry and crisp in mouthwatering acidity, with citrus and lemongrass flavors that have richer tones of tropical fruits. It feels vibrant, elegant and complex in the mouth, a wine to savor over multiple glasses.",,93,30,California,Russian River Valley,Sonoma,Sauvignon Blanc,Merry Edwards
US,"Seemingly sweet and light bodied, this features raspberry, vanilla, brown sugar and cinnamon flavors. It's a delicious wine in the way of a granola candy bar. Drink now.",,87,38,California,Russian River Valley,Sonoma,Pinot Noir,Sequana
US,"This variety has long been planted in California as a blending grape, often with Zinfandel. On its own, as it is here, it's soft and candied-tasting, with flavors of raspberry and red cherry, set off by brisk acidity and firm tannins in a light-bodied texture. A little rustic, it needs to be paired with rich fare, such as steaks or lamb chops, to become balanced.",Alegria Vineyards,86,45,California,Russian River Valley,Sonoma,Alicante Bouschet,Acorn
US,"This is nice and dry, with a silky texture, firm acidity and classic cherry, cola and pomegranate flavors. But it finishes on the slender side.",,86,30,California,Russian River Valley,Sonoma,Pinot Noir,Foppiano
US,"The winery has been on a roll the last few years with Zinfandels that not only are delicious, but show real class. With this bottling. V. Sattui captures the essence of ripe, heady Russian River Zinfandel. Yes, the alcohol is high, but that's Zinfandel for you, and without it you wouldn't have that ripe, spicy berry-pie flavor that's as soft as candy. Ready to drink now.",Gilsson Vineyard,90,37,California,Russian River Valley,Sonoma,Zinfandel,V. Sattui
US,"Minty and green, a hard, acidic wine only somewhat relieved by cherry and oak flavors. Not bad, but pretty lean.",,83,15,California,Russian River Valley,Sonoma,Merlot,Angeline
US,"The Allen bottling typically needs time to come around. This '06 shows the dusty tannins that close it down a bit in its youth, suggesting a good five years in the cellar. Silky and refined, it should evolve to a fine wine, with its cherry pie, mocha, cola and spice flavors. If you drink now, decant. Beautiful with a fine grilled steak.",Allen Vineyard,93,78,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
US,"Burning hot in alcohol, this Zin is totally dry. It has peppery flavors of shriveled grapes and currants, with a bitter mouthfeel.",E. Passalacqua Heritage Estate,82,26,California,Russian River Valley,Sonoma,Zinfandel,Gia Domella
US,"Fairly tannic, this lovely Pinot Noir has a dusty, dry astringency that tamps down the palate's enjoyment of the fruit, and suggests aging. Yet the vast flavors range from cherries, pomegranates and persimmons to the cola and Asian spices that always characterize WS Pinots. Best after 2010 and for six years or so.",Bucher Vineyard,92,54,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
US,"When Russian River Zinfandel succeeds, and this one does, it marries the variety's wild, feral personality to the valley's perfect terroir to produce distinctive wines. Ottimino's 2005 Von Weidlich is very tannic, but classic in presentation, showing blackberry, currant and intense black pepper aromas and flavors. Might tempt you to cellar it, but it's best over the next year for sheer exuberance.",Von Weidlich Vineyard,92,36,California,Russian River Valley,Sonoma,Zinfandel,Ottimino Vineyards
US,"A captivating Pinot Noir, soft, lush and sensual. It seduces the palate with appealing raspberry, cherry, currant, chocolate, anise and spice flavors that are so delicious. Equally likeable for the silky, easy texture. Drink now.",Clone 777,92,32,California,Russian River Valley,Sonoma,Pinot Noir,William Knuttel
US,"Awkward and rustic. Although it's entirely dry, it has a sweet, pastry-filling cherry taste, with an edge of raisins. And the texture is sharp and green.",,82,35,California,Russian River Valley,Sonoma,Pinot Noir,Romililly
US,"RRV doesn't get much fruitier than this. It explodes with black and red cherry, red currant, cola, sweet date, smoky vanilla and dusty Asian spice flavors. Despite all that power, the wine is silky and elegant. Delicious now, and should hold and improve for a number of years.",Graham Family Vineyard,93,54,California,Russian River Valley,Sonoma,Pinot Noir,Testarossa
US,"Fairly tannic and very dry, with ripe, jammy flavors of cherries and raspberries that taste like they were baked into a pie sprinkled with cocoa and cinnamon, and then drizzled with anisette liqueur. Should develop additional bottle complexity over the next six years.",Flax Vineyard,92,54,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
US,"With rich, decadently delicious raspberry and cherry pie filling flavors, this is an impressive young Pinot. It's so sweet in fruit and oak, yet entirely dry in the finish, and the silky texture and elaborate oak overlay are just perfect. Hard to predict its longterm future, but it will make for elaborate drinking over the next four years.",Lancel Creek Vineyard,92,55,California,Russian River Valley,Sonoma,Pinot Noir,Thomas George
US,"This is a very rich, decadent Zin, with massive waves of crushed ripe blackberries, black currants, chocolate, licorice, bacon and pepper. It's quite high in alcohol, but it wears the heat well. Drink now–2011.",Boschetti Vineyard,88,32,California,Russian River Valley,Sonoma,Zinfandel,JR Wine
US,"Feels hot and Porty in the mouth, although it's very dry, with bitter raisinskin and shriveled cherry flavors. The alcohol approaches 16%.",Reserve,81,65,California,Russian River Valley,Sonoma,Zinfandel,Gia Domella
US,"This important Pinot Noir is expensive, but it is absolutely worth a search. It's not a single-vineyard wine, but a blend of various blocks from the cooler southern part of the valley. Oak, to the tune of 70% new, is very strong in char and vanilla, but way stronger is the fruit itself, which is exemplary and stunning. Raspberries, cherries and strawberries just begin to describe it, with all sorts of spice and earth complexities. Stuns with purity, complexity and sheer delicious power. Great now, and will easily develop over the next 6–8 years.",Five Sisters,97,100,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
US,"Too oaky, with dominating caramel and smoke flavors, and also very sharp. There's a citrusy bite of acidity that detracts. Finally, the wine ends on an overripe, Porty note.",Windacre,80,35,California,Russian River Valley,Sonoma,Merlot,Merriam
US,"A little on the sharp, green and minty side, with tart acids framing cherry, black raspberry and smoky wood flavors. A good wine that could use more lushness and richness.",,85,40,California,Russian River Valley,Sonoma,Pinot Noir,J. Jacaman
US,"Tastes a bit sharp and minty in the mouth, but you'll find some good new oaky vanilla and smoke flavors backing up pineapples, green apples and pears.",Director's Cut,85,19,California,Russian River Valley,Sonoma,Chardonnay,Francis Ford Coppola
US,"Siduri has a good track record with this vineyard. The ‘07 is not a longterm ager, but if you're looking for a complex Russian River Pinot for now and through 2011, this will please. Dry and silky and complex, it has fully ripened cherry, currant, cola, rose petal and spice flavors.",Sapphire Hill Vineyard,91,44,California,Russian River Valley,Sonoma,Pinot Noir,Siduri
US,"This is a big, full-bodied Pinot, dark in color, fairly tannic and weighty. Completely dry, it's made in a more robust style than many another Russian River Pinot Noir. The cherry, currant, pomegranate and persimmon flavors have an edge of raisins that adds interest. Decant it, let it breathe and watch how it changes in the glass.",Coopersmith,92,57,California,Russian River Valley,Sonoma,Pinot Noir,Merry Edwards
